player_name,minutes_played,goals,assists,key_passes,pass_rate,defensive_actions,discipline_score,age,appearances,total_injuries_last_year,days_injured_last_year,sentiment_score,mentions_count,positive_ratio,engagement_rate,fan_base_size,trending_score,controversy_flag,injury_severity_score,injury_risk_score,is_injured,position_group,goals_per_min,age_squared,minutes_squared,market_value
alessio cragno,0.7224449227658001,2.108021146951564,-1.719865562286424,-0.6438909593071181,-0.34074411399992666,0.2088891044307915,-1.4275141578866741,-3.072289867022912,22.0,-0.10964982590910953,-0.4914525992139414,0.531460023235995,-0.7179650242521822,0.72,129.4,0.3118628768942243,-1.428911014134547,0.0,1.0,1.0,0.0,0.0,0.6556656709453735,-2.854123893569098,0.5399989734448035,1500000.0
cephas malele,0.14409496501691738,-0.15889606635313303,0.09319468564113619,0.578216936850073,-0.3278346264552718,-1.0124843477055308,-0.9835983965094666,-3.072289867022912,28.0,-0.8918185840607581,-0.7557009817058596,-1.7572733895233499,-0.28240722992090384,0.37,72.3,-0.4204204944028197,0.08335448087398344,0.0,0.0,1.0,0.0,3.0,-0.3285498081575934,-2.854123893569098,-0.08099216872828939,1500000.0
raúl albiol,-0.34101633131917813,0.03001370142225839,1.301901517592843,0.578216936850073,1.4138704014444454,-0.7682096572782663,-0.09576687375505177,0.17536671030207507,12.0,-0.8918185840607581,-0.7557009817058596,0.061976246259718745,-0.13308368591985298,0.65,139.6,-0.24058199295545896,-1.222692992087929,0.0,0.0,1.0,0.0,1.0,-0.05775481579665002,0.1453383409067696,-0.491732947112067,1300000.0
hugo lloris,-1.0680076333493158,-0.34780583412852445,-0.5111587303347173,-0.6438909593071181,1.5709358332377483,0.45316379485805597,1.0140225296879668,-0.5463347513256999,13.0,1.4546876903941874,1.0059549015735956,-0.23145111435045324,-1.0561791216374465,0.59,39.4,-1.426802838952661,-0.9821052997002083,0.0,3.0,3.0,0.0,0.0,-0.035765875943387586,-0.5869247398103435,-0.9191498794522536,1200000.0
corentin jean,0.6238011215609673,0.21892346919764982,1.301901517592843,2.105851807046562,-1.6177075902920601,0.2088891044307915,-1.7234579988048122,-3.4331405978368,7.0,-0.8918185840607581,-0.7557009817058596,1.353056632944477,-0.33394438380426755,0.86,141.3,0.8586070771023,-0.3634512335603551,0.0,0.0,1.0,0.0,3.0,-0.22265163195793877,-3.1404575341059173,0.4239800478817846,1000000.0
ramiro funes mori,-0.763968520046749,-0.15889606635313303,-1.1155121463105706,-1.5604718814250116,1.4063398670433962,0.6363698126785042,0.2001769671630865,-1.9897376745812498,12.0,-0.8918185840607581,-0.7557009817058596,0.6488309674800634,-0.7972454454847304,0.67,101.4,-0.2018841654285268,-0.43219057424256097,0.0,0.0,1.0,0.0,1.0,-0.0166553803084335,-1.9387950426727063,-0.7678505911488519,1000000.0
cesc fàbregas,-0.7355915361385094,0.21892346919764982,-0.5111587303347173,0.8837439108893708,1.5784663676387976,-1.195690365525979,-0.4656966749027246,-0.5463347513256999,12.0,-0.8918185840607581,-0.7557009817058596,0.061976246259718745,-0.6797539805680812,0.67,148.2,-0.2892398773880196,0.7363782173549397,0.0,0.0,1.0,0.0,2.0,0.3413786041777549,-0.5869247398103435,-0.7517155087857831,1000000.0
james milner,0.4859700568638037,-0.34780583412852445,-1.1155121463105706,-1.2549449073857137,-1.1120859947930686,-0.09645425860328904,0.12619100693355195,-0.18548402051181243,1.0,-0.10964982590910953,-0.3446479422739868,0.7075164396020979,0.023309005735946683,0.74,145.4,-0.13171405878612766,0.9082265690604545,0.0,1.0,1.0,0.0,2.0,-0.4868741544842779,-0.22548719355894795,0.26882971759667784,1000000.0
igor akinfeev,-1.0477383591291447,-0.5367156019039159,-1.1155121463105706,-0.032837011228522575,-1.1863155481748355,1.3081252113534816,-1.4275141578866741,-0.18548402051181243,1.0,-0.8918185840607581,-0.7557009817058596,-0.5835639470826605,-0.95532176550209,0.52,90.8,-1.1546721578636645,1.2175536021303812,0.0,0.0,1.0,0.0,0.0,-0.29394492481561074,-0.22548719355894795,-0.910291196484924,1000000.0
andrés guardado,0.35624670185470847,-0.5367156019039159,-1.719865562286424,-0.33836398526782036,-0.7043613465077112,-1.4399650559532435,-0.24373879421412092,-0.18548402051181243,13.0,-0.10964982590910953,-0.5208135306019324,0.23803266262582232,-0.26267078316489395,0.67,85.1,-0.8942171481945673,-1.4632806844756499,0.0,1.0,1.0,0.0,2.0,-0.5745038837101426,-0.22548719355894795,0.13021559551725298,1000000.0
thiago silva,-0.9869305364686313,-0.7256253696793074,0.09319468564113619,-0.6438909593071181,1.7505928682341991,0.02568308661034318,-0.6876545555913284,0.5362174411159626,9.0,-0.8918185840607581,-0.7557009817058596,0.8835728559682015,-0.7570649400526348,0.75,134.5,0.4323052603458258,1.4581412945181018,0.0,0.0,1.0,0.0,1.0,-0.5510414619525206,0.525551863586809,-0.8826626307947376,1000000.0
giorgio chiellini,-1.4733931177527382,0.03001370142225839,-1.1155121463105706,-2.171525829503607,-1.2971219829331249,-0.8903470024918985,0.4961208080812248,0.5362174411159626,8.0,0.672518932242539,0.18384882270984973,0.29671813474785685,-1.0947457141680883,0.62,89.1,-1.4715762609046086,0.8051175580371456,0.0,2.0,2.0,0.0,1.0,1.289228488080097,0.525551863586809,-1.0594854512119305,1000000.0
gianluigi buffon,1.364305273071219,0.21892346919764982,0.6975481016169895,1.4947978589679662,-0.8872457533903253,0.2088891044307915,-1.3535281976571394,2.7013218259992873,4.0,1.4546876903941874,0.4774581365897589,1.059629272334305,2.961174266971057,0.73,229.9,1.6562574135334178,-0.9477356293591054,0.0,2.0,3.0,1.0,0.0,-0.34265795290470946,3.0039807521678075,1.396387054582415,1000000.0
andrés iniesta,-1.4058288703521677,-0.34780583412852445,2.5106083495445497,1.4947978589679662,0.41338511673367573,0.3920951222512398,0.4221348478516902,0.5362174411159626,6.0,-0.8918185840607581,-0.7557009817058596,1.1183147444563395,0.38872956142757936,0.75,153.9,-0.34201601722355346,-0.43219057424256097,0.0,0.0,1.0,0.0,2.0,0.33688878893821744,0.525551863586809,-1.0409689521603065,800000.0
max gradel,-0.4923602454964559,-0.15889606635313303,-0.5111587303347173,0.8837439108893708,-1.516583271192261,-1.256759038132795,-0.9835983965094666,-0.5463347513256999,2.0,-0.8918185840607581,-0.7557009817058596,-1.9333298058894532,1.0946473958229481,0.32,267.6,2.6988022480385774,0.5301601953083219,1.0,0.0,1.0,0.0,3.0,-0.14730876883311975,-0.5869247398103435,-0.599311077854774,750000.0
kasper schmeichel,1.364305273071219,-0.7256253696793074,1.301901517592843,1.1892708849286686,-1.0561448820995634,-1.3788963833464274,-0.9835983965094666,-0.18548402051181243,10.0,-0.8918185840607581,-0.7557009817058596,-0.05539469798435031,0.7622371104915086,0.64,127.2,0.33195282735182696,0.32394217326170416,0.0,0.0,1.0,0.0,0.0,-0.7080056635729497,-0.22548719355894795,1.396387054582415,750000.0
ron-robert zieler,0.28057474476606964,0.03001370142225839,1.301901517592843,1.800324833007264,0.3101092163764344,1.3081252113534816,1.6059102115242434,-1.2680362129534748,2.0,0.672518932242539,1.1233986271255592,0.1793471905037878,-0.2609662401653022,0.68,83.5,-0.29314246920671555,-1.291432332770135,0.0,3.0,3.0,0.0,0.0,-0.24810228682558363,-1.281635867670169,0.052675514267639514,700000.0
steve mandanda,1.2264742083740554,0.03001370142225839,-1.1155121463105706,-0.33836398526782036,0.5048273201749821,0.5142324674648721,1.6059102115242434,0.17536671030207507,2.0,-0.10964982590910953,0.27193161687382245,-0.6422494192046949,1.0917054034064746,0.53,123.3,-0.004402922368386056,-0.2259725521959432,0.0,2.0,2.0,1.0,0.0,-0.4005046737605141,0.1453383409067696,1.1976578514135365,700000.0
lennart thy,1.0102686166922301,-0.15889606635313303,-1.719865562286424,-1.2549449073857137,0.3359281914657453,0.5142324674648721,0.12619100693355195,-2.350588405395137,0.0,2.236856448545836,2.7676107848530505,-0.5835639470826605,1.02210148803664,0.51,125.9,0.09403346620698147,-0.8789962886768995,0.0,3.0,3.0,0.0,3.0,-0.45532812101988,-2.253292647852492,0.9022670657007233,600000.0
óscar ustari,-0.6328938800896423,-0.7256253696793074,-0.5111587303347173,-1.2549449073857137,1.5386621143761106,0.5753011400716882,1.309966370606105,-0.18548402051181243,8.0,-0.8918185840607581,-0.7557009817058596,1.2356856887004086,0.2328911076796224,0.79,175.9,0.4073483380020645,1.1488142614481753,0.0,0.0,1.0,0.0,0.0,-0.6072623955939087,-0.22548719355894795,-0.6904481167237695,600000.0
fernandinho,0.41570323956721045,-0.5367156019039159,-1.1155121463105706,0.2726899628107752,1.5451168581484387,-0.7682096572782663,0.12619100693355195,0.17536671030207507,2.0,0.672518932242539,0.5949018621417226,0.7075164396020979,0.11912593410563913,0.71,125.4,-0.4215951244327711,0.6676388766727338,0.0,2.0,2.0,0.0,2.0,-0.579422248519582,0.1453383409067696,0.1928551576142501,600000.0
pepe reina,-0.7842377942669201,0.40783323697304125,-0.5111587303347173,0.8837439108893708,-1.2831367047597488,0.2699577770376076,-1.2795422374276049,1.2579189027437376,4.0,-0.10964982590910953,0.24257068548583155,0.23803266262582232,-0.8414485329649425,0.67,29.1,-1.2633256874305296,0.3926815139439101,0.0,2.0,2.0,0.0,0.0,0.5775615933409207,1.314142873589854,-0.7791651466219759,600000.0
pedro botelho,0.6346114011450585,-0.7256253696793074,1.301901517592843,3.0224327291644553,-1.31863779550755,-0.9514156750987146,0.05220504670401737,-1.6288869437673623,7.0,-0.8918185840607581,-0.7557009817058596,0.5901454953580295,0.8749879241209494,0.75,167.9,-0.12895298577574568,-0.8446266183357966,0.0,0.0,1.0,0.0,1.0,-0.6883750403131635,-1.6149094492785985,0.4364917437462251,550000.0
luiz gustavo,1.5237568969365651,2.485840682502347,-1.1155121463105706,-1.2549449073857137,-0.34827464840097583,0.6974384852853204,-0.6136685953617937,-0.5463347513256999,10.0,-0.8918185840607581,-0.7557009817058596,-0.11408017010638484,0.2849441559677706,0.6,68.5,-0.5942703970683265,1.5956199758825138,0.0,0.0,1.0,0.0,2.0,0.47600574779207006,-0.5869247398103435,1.6364092200995128,500000.0
ashley young,-0.9747689719365286,-0.34780583412852445,1.9062549335686965,-0.33836398526782036,-0.5429927521995224,-0.27966027642373736,-1.797443959034347,0.17536671030207507,13.0,-0.8918185840607581,-0.7557009817058596,-2.754926415597936,1.4489099921246147,0.22,173.0,0.2687869401184648,-0.6040389259480757,1.0,0.0,1.0,0.0,1.0,-0.0985575044582368,0.1453383409067696,-0.8769474646348248,500000.0
santi cazorla,0.023830604643902055,-0.34780583412852445,-0.5111587303347173,1.4947978589679662,1.2202280882746188,-1.195690365525979,0.8660506092288976,0.5362174411159626,0.0,-0.8918185840607581,-0.7557009817058596,-0.4075075307165568,-0.9911380831315498,0.52,173.9,0.025570287104355202,-1.325802003111238,0.0,0.0,1.0,0.0,2.0,-0.42229343592328084,0.525551863586809,-0.19218666919103672,500000.0
dante,0.8508169928268838,-0.34780583412852445,1.301901517592843,-0.032837011228522575,0.35529242278272705,-1.745308418987324,1.2359804103765706,0.89706817192985,12.0,0.672518932242539,0.8885111760216318,0.942258328090236,-0.6181429426993998,0.73,95.2,-0.20565972598246166,-1.0852143107235173,0.0,2.0,2.0,0.0,1.0,-0.5234798152354422,0.9151533744811706,0.6972040503930915,500000.0
lionel carole,0.7129859281297203,0.03001370142225839,0.6975481016169895,0.578216936850073,0.8845814121135862,1.063850520926217,-0.3177247544436555,-1.9897376745812498,9.0,-0.8918185840607581,-0.7557009817058596,0.41408907899192593,-0.7770837344220739,0.63,94.6,-0.8951606291639623,1.389401953835896,0.0,0.0,1.0,0.0,1.0,-0.330573918373903,-1.9387950426727063,0.5286937736764635,400000.0
jérôme boateng,-1.2301618271106847,-0.15889606635313303,-1.719865562286424,-1.2549449073857137,-1.2669998453289293,0.8806445031057687,-0.24373879421412092,-0.9071854821395874,12.0,2.236856448545836,0.3012925482618134,0.7075164396020979,2.002604119378523,0.75,145.9,0.8958658884189059,-0.19160288185484026,0.0,2.0,3.0,0.0,1.0,0.40195547645722784,-0.9389742978474171,-0.983704242461705,400000.0
jérémy ménez,-0.4653345465362277,-0.34780583412852445,0.09319468564113619,-0.33836398526782036,-0.5526748678580138,-1.6842397463805079,0.05220504670401737,-0.5463347513256999,10.0,-0.8918185840607581,-0.7557009817058596,1.1770002165783742,0.7782786378619001,0.83,166.8,0.5496272573780976,0.01461514019177752,0.0,0.0,1.0,0.0,3.0,-0.31369895376478535,-0.5869247398103435,-0.5808179680651099,400000.0
ivan trickovski,1.4561926495359947,-0.15889606635313303,-1.1155121463105706,0.578216936850073,-0.15463233523114922,-0.7071409846714501,-0.16975283398458635,-0.5463347513256999,14.0,-0.8918185840607581,-0.7557009817058596,-1.5812169731572463,-0.2444576192122003,0.36,107.9,-0.32728807030031626,1.6299896462236168,0.0,0.0,1.0,0.0,3.0,-0.49638867791316377,-0.5869247398103435,1.5333795211659502,400000.0
lior refaelov,1.4061951064595726,0.03001370142225839,-1.1155121463105706,-0.33836398526782036,0.8996424809156846,-0.585003639457818,-0.3917107146731901,-0.18548402051181243,3.0,-0.8918185840607581,-0.7557009817058596,0.41408907899192593,-1.1276514113381224,0.68,90.7,-1.54676403955598,0.42705118428501304,0.0,0.0,1.0,0.0,2.0,-0.42011563104405886,-0.22548719355894795,1.458392377859265,400000.0
oscar wendt,2.0534605965570374,0.21892346919764982,1.301901517592843,0.8837439108893708,1.730152846288495,-1.6842397463805079,1.0880084899175013,0.17536671030207507,9.0,0.672518932242539,1.1233986271255592,0.824887383846167,-0.606266914070342,0.8,130.9,-0.5327071936807608,0.8394872283782486,0.0,3.0,3.0,0.0,1.0,-0.41572749503835743,0.1453383409067696,2.511704011142447,400000.0
paul lawson,-1.5139316661930804,-0.34780583412852445,0.09319468564113619,0.578216936850073,1.791472912125607,-1.256759038132795,1.0880084899175013,0.5362174411159626,7.0,-0.8918185840607581,-0.7557009817058596,0.531460023235995,-0.32708786830284203,0.72,129.2,0.46173106452700985,-0.8789962886768995,0.0,0.0,1.0,0.0,2.0,0.549834311727706,0.525551863586809,-1.0696597801645071,400000.0
jaba kankava,-0.9869305364686313,-0.34780583412852445,-0.5111587303347173,-0.9494179333464159,0.6769538207703836,0.1478204318239754,-0.909612436279932,-0.18548402051181243,3.0,0.672518932242539,1.4757298037814501,0.8835728559682015,-1.0451501358486768,0.79,218.0,1.7889021004965893,-0.5696692556069728,0.0,3.0,3.0,0.0,2.0,-0.0909739744443661,-0.22548719355894795,-0.8826626307947376,350000.0
anastasios tsokanis,-1.608521612553879,-0.7256253696793074,0.6975481016169895,0.2726899628107752,1.5752389957526343,-0.646072312064634,-1.7234579988048122,-1.9897376745812498,14.0,-0.8918185840607581,-0.7557009817058596,0.5901454953580295,-0.9729772057739356,0.73,86.1,-1.4590813700200902,-0.2259725521959432,0.0,0.0,1.0,0.0,2.0,-0.2487113987328762,-1.9387950426727063,-1.090671133825192,300000.0
rui fonte,0.21706435220953343,-0.15889606635313303,0.6975481016169895,1.1892708849286686,0.158422737726737,-0.8903470024918985,0.05220504670401737,-1.6288869437673623,2.0,-0.10964982590910953,0.27193161687382245,0.35540360686989136,-0.18145924368740943,0.65,88.7,-0.054128801071480215,1.0457052504248663,0.0,2.0,2.0,0.0,3.0,-0.3429156937940697,-1.6149094492785985,-0.010515644590579656,300000.0
rouwen hennings,0.18193094356123682,1.9191113791761727,0.09319468564113619,-0.032837011228522575,-1.067978579015497,0.08675175921715929,-0.3177247544436555,-0.5463347513256999,2.0,-0.10964982590910953,0.06640509715788605,-0.4075075307165568,-0.2623431205023957,0.55,191.2,0.7561604537633696,0.5988995359905278,0.0,2.0,2.0,0.0,3.0,0.887527771375216,-0.5869247398103435,-0.044732575553850205,300000.0
thomas mangani,-0.6991068425422013,0.03001370142225839,1.9062549335686965,1.4947978589679662,-1.3713515363148918,1.1249191935330332,-0.8356264760503974,-0.5463347513256999,14.0,0.672518932242539,-0.051038628394077634,0.41408907899192593,0.48582576849021697,0.68,183.3,0.8263469271693158,0.9425962394015575,0.0,2.0,2.0,0.0,2.0,0.12961556868637653,-0.5869247398103435,-0.7304651948320741,300000.0
mikhail kerzhakov,0.5940728527047163,1.9191113791761727,1.301901517592843,0.8837439108893708,0.3929450947879717,-1.6231710737736917,-1.057584356739001,-0.5463347513256999,9.0,-0.8918185840607581,-0.7557009817058596,0.5901454953580295,-0.629837711132182,0.76,175.6,0.10073250842495717,-1.428911014134547,0.0,0.0,1.0,0.0,0.0,0.6304954946025124,-0.5869247398103435,0.3898301661361326,300000.0
niklas moisander,1.129181692117234,-0.15889606635313303,0.09319468564113619,1.1892708849286686,0.9695688717825658,0.2088891044307915,-0.09576687375505177,0.17536671030207507,11.0,0.672518932242539,0.24257068548583155,0.35540360686989136,-0.7299944268934733,0.7,120.5,-0.8976629814121203,0.6332692063316309,0.0,2.0,2.0,0.0,1.0,-0.46739282786012876,0.1453383409067696,1.0622620917798002,300000.0
philipp pentke,-0.13562101922144412,-0.5367156019039159,0.6975481016169895,0.578216936850073,0.7554865366670351,-0.7071409846714501,-0.6876545555913284,0.17536671030207507,4.0,-0.8918185840607581,-0.7557009817058596,0.7662019117241324,-0.27555071441947826,0.69,167.7,-0.08498140933942087,1.0457052504248663,0.0,0.0,1.0,0.0,0.0,-0.5222872439832608,0.1453383409067696,-0.33009131699100985,300000.0
filipe luís,-0.7761300845788516,-0.15889606635313303,1.301901517592843,0.2726899628107752,-1.6489055185249757,-1.6842397463805079,-0.24373879421412092,0.17536671030207507,11.0,1.4546876903941874,-0.13912142255805038,-1.287789612547074,0.8648547819945417,0.42,148.4,0.8385005080847882,0.22083316223839528,0.0,2.0,3.0,0.0,1.0,-0.00953345646932011,0.1453383409067696,-0.7746603747684903,300000.0
mathieu debuchy,-1.3152927788354034,-0.7256253696793074,0.6975481016169895,0.2726899628107752,0.8598382276529976,0.45316379485805597,1.5319242512947087,0.17536671030207507,2.0,-0.8918185840607581,-0.7557009817058596,-0.5835639470826605,-0.9339783773906368,0.52,149.9,0.036588644120570134,1.5612503055414109,0.0,0.0,1.0,0.0,1.0,-0.45245557177220175,0.1453383409067696,-1.0131010363560633,300000.0
artur,-0.043733642756668356,-0.34780583412852445,0.6975481016169895,-0.33836398526782036,-1.2594693109278814,0.2699577770376076,0.4961208080812248,0.5362174411159626,1.0,-0.8918185840607581,-0.7557009817058596,-0.17276564222841873,0.8510929501696164,0.55,115.6,0.07167080178360369,1.2175536021303812,0.0,0.0,1.0,0.0,2.0,-0.41039748864929826,0.525551863586809,-0.2519462334986991,300000.0
marco airosa,1.1737740954016105,0.40783323697304125,-1.1155121463105706,-1.2549449073857137,0.8318676713062444,0.9417131757125848,-0.16975283398458635,0.5362174411159626,5.0,-0.8918185840607581,-0.7557009817058596,0.8835728559682015,0.7197559948759147,0.75,187.4,1.50806996661873,-1.222692992087929,0.0,0.0,1.0,0.0,1.0,-0.23965082750584313,0.525551863586809,1.1238167819428886,300000.0
cristian sapunaru,-1.3031312143033007,-0.34780583412852445,-0.5111587303347173,-0.6438909593071181,0.4725536013133444,-0.9514156750987146,1.4579382910651741,0.5362174411159626,2.0,-0.8918185840607581,-0.7557009817058596,-0.5248784749606259,-0.38019362003859086,0.51,155.2,-0.14269930458070515,-1.360171673452341,0.0,0.0,1.0,0.0,1.0,0.1893796507559154,0.525551863586809,-1.0090909473930305,300000.0
ben foster,-0.8518020416674905,-0.5367156019039159,0.09319468564113619,-0.6438909593071181,1.5838453207824046,0.8806445031057687,0.4221348478516902,0.89706817192985,6.0,-0.10964982590910953,0.38937534242578614,-2.4614990549877636,-0.3492155553404878,0.24,156.6,-0.35603263942340097,0.08335448087398344,1.0,2.0,2.0,0.0,0.0,-0.37156458495758116,0.9151533744811706,-0.8156134131762253,300000.0
michalis fragoulakis,0.5873164279646593,-0.34780583412852445,1.301901517592843,0.2726899628107752,-0.4956579645357875,-0.4628662942441857,1.6059102115242434,0.89706817192985,12.0,-0.8918185840607581,-0.7557009817058596,-2.637555471353867,1.042559489804747,0.23,181.8,0.9278041167027383,-0.397820903901458,1.0,0.0,1.0,0.0,2.0,-0.49804634630284705,0.9151533744811706,0.382121455215167,300000.0
salvatore sirigu,0.0008587605277081158,-0.15889606635313303,-1.719865562286424,-0.9494179333464159,0.9900088937282698,1.4913312291739298,-1.5015001181162086,-0.5463347513256999,0.0,-0.8918185840607581,-0.7557009817058596,0.003290774137684216,-0.3707053459181637,0.65,123.1,-0.564798891847392,1.5956199758825138,0.0,0.0,1.0,0.0,0.0,-0.2974221688712894,-0.5869247398103435,-0.21272361065496742,275000.0
jay emmanuel-thomas,1.2048536492058728,-0.7256253696793074,2.5106083495445497,0.8837439108893708,0.34776188838167904,1.552399901780746,-0.5396826351322592,-1.9897376745812498,9.0,-0.8918185840607581,-0.7557009817058596,-0.46619300283859133,0.5063953149944935,0.52,171.1,0.6926752887426595,-0.6384085962891788,0.0,0.0,1.0,0.0,2.0,-0.7044603486174519,-1.9387950426727063,1.1672206251829933,250000.0
sidnei,1.718341929450208,-0.15889606635313303,1.301901517592843,1.800324833007264,0.3187155414062047,-0.8292783298850823,-0.24373879421412092,-1.2680362129534748,1.0,-0.10964982590910953,-0.22720421672202315,-0.11408017010638484,-0.10473040829474099,0.63,250.6,1.7536285775982368,-0.397820903901458,0.0,1.0,1.0,0.0,1.0,-0.5160292136144178,-1.281635867670169,1.9440247933967247,250000.0
keith watson,-0.3031803527748587,-0.34780583412852445,-0.5111587303347173,-0.9494179333464159,-1.5079769461624908,1.0027818483194009,0.5701067683107593,-1.2680362129534748,1.0,-0.8918185840607581,-0.7557009817058596,0.1793471905037878,-0.5375623281358746,0.7,150.1,0.2138614665346641,1.2519232724714842,0.0,0.0,1.0,0.0,1.0,-0.35631684907862843,-1.281635867670169,-0.46331031597834044,250000.0
tom huddlestone,0.41840580946323325,-0.7256253696793074,0.6975481016169895,0.2726899628107752,-1.2573177296704379,1.1249191935330332,-0.9835983965094666,-0.5463347513256999,1.0,2.236856448545836,0.18384882270984973,1.353056632944477,-0.6838846215793619,0.77,70.0,-1.270836898814981,0.6676388766727338,0.0,2.0,3.0,0.0,2.0,-0.6803577287115693,-0.5869247398103435,0.19573827397184612,250000.0
jonathan legear,-0.11129789015723876,-0.34780583412852445,0.6975481016169895,-0.032837011228522575,-0.0847059443642668,-1.745308418987324,-0.7616405158208629,-0.5463347513256999,2.0,-0.8918185840607581,-0.7557009817058596,-0.23145111435045324,-0.40826106427726827,0.58,91.7,-0.3496357528401395,0.8051175580371456,0.0,0.0,1.0,0.0,3.0,-0.3976856327831357,-0.5869247398103435,-0.3097566926430327,250000.0
